title,description,category_x,image_url,text_cleaned
South Shore Cultural Center,"Part of the stunning , South Shore Social Beach Club is a hub for fun events all summer long. Check the calendar for live music, line dancing, paint nights, invigorating beach workouts, and a plethora of other outdoor activities. Then grab a bite to eat from their culinary offerings, including burgers, wings, desserts, and a full bar.",waterfront restaurants,,part of the stunning south shore social beach club is a hub for fun events all summer long check the calendar for live music line dancing paint nights invigorating beach workouts and a plethora of other outdoor activities then grab a bite to eat from their culinary offerings including burgers wings desserts and a full bar 
The Magnificent Mile,"Next, head downtown to Chicago’s iconic , where you’ll find historic sites and tons of shopping. Don’t miss the nearby Gold Coast area, home to luxury boutiques and classic charm.",romantic weekend,,next head downtown to chicago s iconic where you ll find historic sites and tons of shopping don t miss the nearby gold coast area home to luxury boutiques and classic charm 
The Purple Pig,"Have lunch at , where you can share award-winning small plates right on Michigan Avenue.",romantic weekend,,have lunch at where you can share award winning small plates right on michigan avenue 
Chicago Riverwalk ,"If it’s getting dark, grab a spot on the scenic and watch the night light up with Art on theMART, a massive digital art display that projects stunning, original videos onto the river-facing facade of theMART. While you’re there, grab a pre-dinner drink at City Winery or Tiny Tapp right on the river.",romantic weekend,,if it s getting dark grab a spot on the scenic and watch the night light up with art on themart a massive digital art display that projects stunning original videos onto the river facing facade of themart while you re there grab a pre dinner drink at city winery or tiny tapp right on the river 
Girl & the Goat,"Head to the trendy West Loop, where you’ll find some of the city’s hottest restaurants. The elegant El Che Steakhouse & Bar is the perfect date night spot. The Argentinian-inspired space features traditional platters of rustic flame-finished grilled beef. Or check out , the flagship spot of celebrity chef Stephanie Izard, serving innovative small plates on bustling Restaurant Row.",romantic weekend,,head to the trendy west loop where you ll find some of the city s hottest restaurants the elegant el che steakhouse bar is the perfect date night spot the argentinian inspired space features traditional platters of rustic flame finished grilled beef or check out the flagship spot of celebrity chef stephanie izard serving innovative small plates on bustling restaurant row 
BomboBar,"After dinner, walk to , a popular walk-up window serving over-the-top desserts all year long.",romantic weekend,,after dinner walk to a popular walk up window serving over the top desserts all year long 
Lakefront Trail,"Wake up early and rent a Divvy Bike from the city’s bike share program to pedal down the , a paved path that borders Lake Michigan on one side and the soaring skyline on the other. Take leisurely stops to walk on the beach, explore a park, or check out the many museums and attractions all along the trail.",romantic weekend,https://cdn.choosechicago.com/uploads/2019/06/couples-biking-750x422.jpg,wake up early and rent a divvy bike from the city s bike share program to pedal down the a paved path that borders lake michigan on one side and the soaring skyline on the other take leisurely stops to walk on the beach explore a park or check out the many museums and attractions all along the trail 
Maggie Daley Park,"Park your bikes at , where you’ll find more outdoor fun at the all-seasons Skating Ribbon. Hold hands at you ice skate along the icy path in the winter, or challenge for your date to a scooter race in the summer. Afterward, take a quick walk to Millennium Park and snap a picture together in front of Cloud Gate, aka “The Bean”, the ultimate Chicago photo opp.",romantic weekend,,park your bikes at where you ll find more outdoor fun at the all seasons skating ribbon hold hands at you ice skate along the icy path in the winter or challenge for your date to a scooter race in the summer afterward take a quick walk to millennium park and snap a picture together in front of cloud gate aka “the bean the ultimate chicago photo opp 
Chicago Athletic Association,"Just across Michigan Avenue, you’ll find the . This hip hotel, located in a historic building, is home to several hot spots that are popular with visitors and locals alike. Take the elevators up to Cindy’s, the rooftop bar and restaurant. Order a cocktail and enjoy the sweeping views of Millennium Park and Lake Michigan.",romantic weekend,,just across michigan avenue you ll find the this hip hotel located in a historic building is home to several hot spots that are popular with visitors and locals alike take the elevators up to cindy s the rooftop bar and restaurant order a cocktail and enjoy the sweeping views of millennium park and lake michigan 
Art Institute of Chicago,"Spend the afternoon with some of the world’s most famous masterpieces at the , one of the country’s oldest and largest art museums. Don’t miss the extensive Impressionism collection and the striking Modern Wing.",romantic weekend,https://cdn.choosechicago.com/uploads/2019/08/07195792-e1566185494402-900x530.jpg,spend the afternoon with some of the world s most famous masterpieces at the one of the country s oldest and largest art museums don t miss the extensive impressionism collection and the striking modern wing 
Geja’s Cafe,"Have dinner at Blue Door Kitchen & Garden, a seasonally focused spot with a vintage vibe and a gorgeous hidden-garden patio. Or head to , a Chicago spot known for romance. Enjoy Swiss gruyere fondue and sizzling meats for dinner, following by chocolate for dessert.",romantic weekend,,have dinner at blue door kitchen garden a seasonally focused spot with a vintage vibe and a gorgeous hidden garden patio or head to a chicago spot known for romance enjoy swiss gruyere fondue and sizzling meats for dinner following by chocolate for dessert 
Kingston Mines,"Keep your date night going at , a legendary blues club that features live music every night of the week. You can see everyone from emerging talent to celebrated musicians hit the stage, and the dance floor keeps going till the early morning hours.",romantic weekend,,keep your date night going at a legendary blues club that features live music every night of the week you can see everyone from emerging talent to celebrated musicians hit the stage and the dance floor keeps going till the early morning hours 
MingHin Cuisine,"Enjoy a mid-day dim sum brunch at  in Chinatown. Take your pick from steaming bamboo trays of shrimp dumplings, honey-glazed short ribs, fried spring rolls, pork buns, and more — all perfect for sharing.",romantic weekend,https://cdn.choosechicago.com/uploads/2019/06/AA_Gejas_11-900x600.jpg,enjoy a mid day dim sum brunch at in chinatown take your pick from steaming bamboo trays of shrimp dumplings honey glazed short ribs fried spring rolls pork buns and more — all perfect for sharing 
Ping Tom Memorial Park,"Walk off brunch with a stroll through bustling Chinatown. Pop into souvenir shops, gaze at the ornate Chinese architecture adorning the streets, and find some solitude at scenic . Rent a two-person kayak and set off on the Chicago River, where you’ll be rewarded with stunning views of the city skyline.",romantic weekend,,walk off brunch with a stroll through bustling chinatown pop into souvenir shops gaze at the ornate chinese architecture adorning the streets and find some solitude at scenic rent a two person kayak and set off on the chicago river where you ll be rewarded with stunning views of the city skyline 
