title,description,image,Source,category,text_cleaned
elegant dinner cruise,"Choose an  aboard a glass-enclosed vessel or hop onto an informative architecture cruise from Chicago ArchitectureÃ‚Â  Center River Cruise aboard ChicagoÃ¢Â€Â™s First Lady; Mercury, ChicagoÃ¢Â€Â™s Skyline Cruiseline, Shoreline Sightseeing, or Wendella Sightseeing to learn the fascinating history behind the cityÃ¢Â€Â™s soaring riverfront skyscrapers.",,choosechicago,budget-riverwalk,choose aboard glass enclosed vessel hop onto informative architecture cruise chicago architecture center river cruise aboard chicago first lady mercury chicago skyline cruiseline shoreline sightseeing wendella sightseeing learn fascinating history behind city soaring riverfront skyscraper
Chicago boat tours,"A few more unique boat tour options include Island Party Hut Charters, Chicago Cycleboats, and the eco-conscious Chicago Electric Boat Company. Explore all  to find the one for you.",,choosechicago,budget-riverwalk,unique boat tour option include island party hut charter chicago cycleboats eco conscious chicago electric boat company explore find one
Urban Kayaks,"The Chicago Riverwalk is an excellent starting point to explore the city via kayak. Head to , where you can rent a solo or tandem kayak, paddle down the Chicago River, and admire the surrounding architecture from a one-o-f-a-kind vantage point. They also offer guided kayak tours of the RiverwalkÃ¢Â€Â™s skyscraper canyon, including historic, sunset, and fireworks tours.",https://cdn.choosechicago.com/uploads/2019/05/GC_Kayaking_0_2_-750x500.jpg,choosechicago,budget-riverwalk,chicago riverwalk excellent starting point explore city via kayak head rent solo tandem kayak paddle chicago river admire surrounding architecture one f kind vantage point also offer guided kayak tour riverwalk skyscraper canyon including historic sunset firework tour
Chicago Architecture Center,"The  is located just off the Chicago Riverwalk at One Illinois Center, a building designed by modernist genius Ludwig Mies van der Rohe. The CAC is a gateway to discovering ChicagoÃ¢Â€Â™s architectural legacy. The center offers over 85 docent-led tours, as well as exciting interactive exhibits, including the engaging Skyscraper Gallery and Building Tall exhibit.",https://cdn.choosechicago.com/uploads/2019/05/AA_Routes_DelegateTour_BoatTour_15-900x600.jpg,choosechicago,budget-riverwalk,located chicago riverwalk one illinois center building designed modernist genius ludwig mies van der rohe cac gateway discovering chicago architectural legacy center offer docent led tour well exciting interactive exhibit including engaging skyscraper gallery building tall exhibit
McCormick Bridgehouse & Chicago River Museum,"The five-story  celebrates ChicagoÃ¢Â€Â™s famed moveable bridges and gives you the opportunity to peek inside a historic landmark bridgehouse. At river level, you can view the massive gears that move ChicagoÃ¢Â€Â™s famous bridges up and down. As you ascend, youÃ¢Â€Â™ll learn all about the Chicago River. Once at the very top, youÃ¢Â€Â™ll be treated to magnificent 360-degree views of the city. You can also take tower tours, view the moveable bridges in action during a bridge lift, and sign up for other special tours.",,choosechicago,budget-riverwalk,five story celebrates chicago famed moveable bridge give opportunity peek inside historic landmark bridgehouse river level view massive gear move chicago famous bridge ascend learn chicago river top treated magnificent degree view city also take tower tour view moveable bridge action bridge lift sign special tour
public art,"The Chicago Riverwalk is an urban canvas where youÃ¢Â€Â™ll see permanent and rotating  by some of todayÃ¢Â€Â™s leading artists, from eye-catching sculptures to colorful murals.",https://cdn.choosechicago.com/uploads/2019/05/2020-07-20-023-The-Radiance-of-Being-Riverwalk-Mural_PP16441-900x600.jpg,choosechicago,budget-riverwalk,chicago riverwalk urban canvas see permanent rotating today leading artist eye catching sculpture colorful mural
Art on theMART,"is the RiverwalkÃ¢Â€Â™s artistic crown jewel. ItÃ¢Â€Â™s the largest digital art projection in the world, covering over 2.5 acres of theMARTÃ¢Â€Â™s river-facing faÃƒÂ§ade and featuring works by acclaimed local and international artists. Catch the free show nightly from April through December.",,choosechicago,budget-riverwalk,riverwalk artistic crown jewel largest digital art projection world covering acre themart river facing faÃƒÂ§ade featuring work acclaimed local international artist catch free show nightly april december
Graceland Cemetery,"Established in 1860,Ã_Graceland CemeteryÃ_inÃ_UptownÃ_is a fascinating window into the cityÃ•s storied past. Some of the biggest names in Chicago history are buried here, including retailer Marshall Field, hotelier Potter Palmer, heavyweight champion Jack Johnson, AmericaÃ•s first undercover agent Allan Pinkerton, and architects Daniel Burnham, William LeBaron Jenney, and John Root. Take a free self-guided audio tour of this beautiful park-like space, dotted with amazing statues, elaborate tombs, and a historic stone chapel. Graceland Cemetery is also certified as an arboretum, with over 2,000 trees cultivated on the grounds. Grab a Tree Tour map from the cemetery office and check out this shady oasis.Ã_4001 N. Clark St.",,choosechicago,budget-free hidden gems,established in 1860 graceland cemetery in uptown is a fascinating window into the cityÃ•s storied past some of the biggest names in chicago history are buried here including retailer marshall field hotelier potter palmer heavyweight champion jack johnson americaÃ•s first undercover agent allan pinkerton and architects daniel burnham william lebaron jenney and john root take a free self-guided audio tour of this beautiful park-like space dotted with amazing statues elaborate tombs and a historic stone chapel graceland cemetery is also certified as an arboretum with over 2000 trees cultivated on the grounds grab a tree tour map from the cemetery office and check out this shady oasis 4001 n clark st
Bridgeport,"Located in a  building that exudes urban cool, the  Art Center is a creative home for local artists and designers working in various media. Stroll through the outdoor sculpture garden and three curated art galleries, and donÃ¢Â€Â™t miss the Fashion Design Center, Chicago Ceramic Center, and Skyline Loft. Sneak a peek at some of the artistsÃ¢Â€Â™ studios during free 3rd Fridays, held from 7 Ã¢Â€Â“ 10 p.m. each month. Painters, sculptors, photographers, ceramicists, and fashion designers welcome visitors into their studios to see their latest work. 1200 W. 35th St.",https://cdn.choosechicago.com/uploads/2019/06/Bridgeport_Art_Center_ae439805-39c1-4bbc-940b-6a422147845f-e1563825194869-750x515.png,choosechicago,budget-free hidden gems,located building exudes urban cool art center creative home local artist designer working various medium stroll outdoor sculpture garden three curated art gallery miss fashion design center chicago ceramic center skyline loft sneak peek artist studio free rd friday held p month painter sculptor photographer ceramicist fashion designer welcome visitor studio see latest work w th st
Maxwell Street Market,"This free market is a Chicago tradition, held every Sunday from 7 a.m. Ã¢Â€Â“ 3 p.m. year round. Everything from fresh produce to clothing and handmade jewelry are for sale at vendor booths that line Desplaines Street in . Bargains by the bagful arenÃ¢Â€Â™t the only thing youÃ¢Â€Â™ll find here; the market is also famed for its authentic Mexican and Latin street food, served hot off the grill. ThereÃ¢Â€Â™s also music and dance, with live bands playing everything from mariachi to blues and rock. 800 S. Desplaines St.",https://cdn.choosechicago.com/uploads/2019/06/A.Alexander_MaxwellStMarket_01-750x511.jpg,choosechicago,budget-free hidden gems,free market chicago tradition held every sunday p year round everything fresh produce clothing handmade jewelry sale vendor booth line desplaines street bargain bagful thing find market also famed authentic mexican latin street food served hot grill also music dance live band playing everything mariachi blue rock desplaines st
Old Town School of Folk Music,"With famed former students like Steve Goodman, Bonnie Koloc, and the ByrdsÃ¢Â€Â™ Roger McGuinn, you know a visit to the  is going to be something special. Bring your own instrument or sing along during a free music jam at this legendary school and performance venue.  also offers classes and ticketed special events. 4544 N. Lincoln Ave.",,choosechicago,budget-free hidden gems,famed former student like steve goodman bonnie koloc byrd roger mcguinn know visit going something special bring instrument sing along free music jam legendary school performance venue also offer class ticketed special event n lincoln ave
